wavelength,chn1,chn2,chn3,chn4,chn5,chn6,chn7,chn8
1.88,0,0,0,0,0,0,0,0
1.8825,0,0,0,0,0,0,0,0
1.885,0,0,0,0,0,0,0,0
1.8875,0,0,0,0,0,0,0,0
1.89,0,0,0,0,0,0,0,0
1.8925,0,0,0,0,0,0,0,0
1.895,0,0,0,0,0,0,0,0
1.8975,0,0,0,0,0,0,0,0
1.9,0,0,0,0,0,0,0,0
1.9025,0,0,0,0,0,0,0,0
1.905,0,0,0,0,0,0,0,0
1.9075,0,0,0,0,0,0,0,0
1.91,0,0,0,0,0,0,0,0
1.9125,0,0,0,0,0,0,0,0
1.915,0,0,0,0,0,0,0,0
1.9175,0,0,0,0,0,0,0,0
1.92,0,0,0,0,0,0,0,0
1.9225,0,0,0,0,0,0,0,0
1.925,0,0,0,0,0,0,0,0
1.9275,0,0,0,0,0,0,0,0
1.93,0,0,0,0,0,0,0,0
1.9325,0,0,0,0,0,0,0,0
1.935,0,0,0,0,0,0,0,0
1.9375,0,0,0,0,0,0,0,0
1.94,0,0,0,0,0,0,0,0
1.9425,0,0,0,0,0,0,0,0
1.945,0,0,0,0,0,0,0,0
1.9475,0,0,0,0,0,0,0,0
1.95,0,0,0,0,0,0,0,0
1.9525,0,0,0,0,0,0,0,0
1.955,0,0,0,0,0,0,0,0
1.9575,0,0,0,0,0,0,0,0
1.96,0,0,0,0,0,0,0,0
1.9625,0,0,0,0,0,0,0,0
1.965,0,0,0,0,0,0,0,0
1.9675,0,0,0,0,0,0,0,0
1.97,0,0,0,0,0,0,0,0
1.9725,0,0,0,0,0,0,0,0
1.975,0,0,0,0,0,0,0,0
1.9775,0,0,0,0,0,0,0,0
1.98,0,0,0,0,0,0,0,0
1.9825,0,0,0,0,0,0,0,0
1.985,0,0,0,0,0,0,0,0
1.9875,0,0,0,0,0,0,0,0
1.99,0,0,0,0,0,0,0,0
1.9925,0,0,0,0,0,0,0,0
1.995,0,0,0,0,0,0,0,0
1.9975,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
2.0025,0,0,0,0,0,0,0,0
2.005,0,0,0,0,0,0,0,0
2.0075,0,0,0,0,0,0,0,0
2.01,0,0,0,0,0,0,0,0
2.0125,0,0,0,0,0,0,0,0
2.015,0,0,0,0,0,0,0,0
2.0175,0,0,0,0,0,0,0,0
2.02,0,0,0,0,0,0,0,0
2.0225,0,0,0,0,0,0,0,0
2.025,0,0,0,0,0,0,0,0
2.0275,0,0,0,0,0,0,0,0
2.03,0,0,0,0,0,0,0,0
2.0325,0,0,0,0,0,0,0,0
2.035,0,0,0,0,0,0,0,0
2.0375,0,0,0,0,0,0,0,0
2.04,0,0,0,0,0,0,0,0
2.0425,0,0,0,0,0,0,0,0
2.045,0,0,0,0,0,0,0,0
2.0475,0,0,0,0,0,0,0,0
2.05,0,0,0,0,0,0,0,0
2.0525,0,0,0,0,0,0,0,0
2.055,0,0,0,0,0,0,0,0
2.0575,0,0,0,0,0,0,0,0
2.06,0,0,0,0,0,0,0,0
2.0625,0,0,0,0,0,0,0,0
2.065,0,0,0,0,0,0,0,0
2.0675,0,0,0,0,0,0,0,0
2.07,0,0,0,0,0,0,0,0
2.0725,0,0,0,0,0,0,0,0
2.075,0,0,0,0,0,0,0,0
2.0775,0,0,0,0,0,0,0,0
2.08,0,0,0,0,0,0,0,0
2.0825,0,0,0,0,0,0,0,0
2.085,0,0,0,0,0,0,0,0
2.0875,0,0,0,0,0,0,0,0
2.09,0,0,0,0,0,0,0,0
2.0925,0,0,0,0,0,0,0,0
2.095,0,0,0,0,0,0,0,0
2.0975,0,0,0,0,0,0,0,0
2.1,0,0,0,0,0,0,0,0
2.1025,0,0,0,0,0,0,0,0
2.105,0,0,0,0,0,0,0,0
2.1075,0,0,0,0,0,0,0,0
2.11,0,0,0,0,0,0,0,0
2.1125,0,0,0,0,0,0,0,0
2.115,0,0,0,0,0,0,0,0
2.1175,0,0,0,0,0,0,0,0
2.12,0,0,0,0,0,0,0,0
2.1225,0,0,0,0,0,0,0,0
2.125,0,0,0,0,0,0,0,0
2.1275,0,0,0,0,0,0,0,0
2.13,0,0,0,0,0,0,0,0
2.1325,0,0,0,0,0,0,0,0
2.135,0,0,0,0,0,0,0,0
2.1375,0,0,0,0,0,0,0,0
2.14,0,0,0,0,0,0,0,0
2.1425,0,0,0,0,0,0,0,0
2.145,0,0,0,0,0,0,0,0
2.1475,0,0,0,0,0,0,0,0
2.15,0,0,0,0,0,0,0,0
2.1525,0,0,0,0,0,0,0,0
2.155,0,0,0,0,0,0,0,0
2.1575,0,0,0,0,0,0,0,0
2.16,0,0,0,0,0,0,0,0
2.1625,0,0,0,0,0,0,0,0
2.165,0,0,0,0,0,0,0,0
2.1675,0,0,0,0,0,0,0,0
2.17,0,0,0,0,0,0,0,0
2.1725,0,0,0,0,0,0,0,0
2.175,0,0,0,0,0,0,0,0
2.1775,0,0,0,0,0,0,0,0
2.18,0,0,0,0,0,0,0,0
2.1825,0,0,0,0,0,0,0,0
2.185,0,0,0,0,0,0,0,0
2.1875,0,0,0,0,0,0,0,0
2.19,0,0,0,0,0,0,0,0
2.1925,0,0,0,0,0,0,0,0
2.195,0,0,0,0,0,0,0,0
2.1975,0,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0,0
2.2025,0,0,0,0,0,0,0,0
2.205,0,0,0,0,0,0,0,0
2.2075,0,0,0,0,0,0,0,0
2.21,0,0,0,0,0,0,0,0
2.2125,0,0,0,0,0,0,0,0
2.215,0,0,0,0,0,0,0,0
2.2175,0,0,0,0,0,0,0,0
2.22,0,0,0,0,0,0,0,0
2.2225,0,0,0,0,0,0,0,0
2.225,0,0,0,0,0,0,0,0
2.2275,0,0,0,0,0,0,0,0
2.23,0,0,0,0,0,0,0,0
2.2325,0,0,0,0,0,0,0,0
2.235,0,0,0,0,0,0,0,0
2.2375,0,0,0,0,0,0,0,0
2.24,0,0,0,0,0,0,0,0
2.2425,0,0,0,0,0,0,0,0
2.245,0,0,0,0,0,0,0,0
2.2475,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,0,0
2.2525,0,0,0,0,0,0,0,0
2.255,0,0,0,0,0,0,0,0
2.2575,0,0,0,0,0,0,0,0
2.26,0,0,0,0,0,0,0,0
2.2625,0,0,0,0,0,0,0,0
2.265,0,0,0,0,0,0,0,0
2.2675,0,0,0,0,0,0,0,0
2.27,0,0,0,0,0,0,0,0
2.2725,0,0,0,0,0,0,0,0
2.275,0,0,0,0,0,0,0,0
2.2775,0,0,0,0,0,0,0,0
2.28,0,0,0,0,0,0,0,0
2.2825,0,0,0,0,0,0,0,0
2.285,0,0,0,0,0,0,0,0
2.2875,0,0,0,0,0,0,0,0
2.29,0,0,0,0,0,0,0,0
2.2925,0,0,0,0,0,0,0,0
2.295,0,0,0,0,0,0,0,0
2.2975,0,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0,0
2.3025,0,0,0,0,0,0,0,0
2.305,0,0,0,0,0,0,0,0
2.3075,0,0,0,0,0,0,0,0
2.31,0,0,0,0,0,0,0,0
2.3125,0,0,0,0,0,0,0,0
2.315,0,0,0,0,0,0,0,0
2.3175,0,0,0,0,0,0,0,0
2.32,0,0,0,0,0,0,0,0
2.3225,0,0,0,0,0,0,0,0
2.325,0,0,0,0,0,0,0,0
2.3275,0,0,0,0,0,0,0,0
2.33,0,0,0,0,0,0,0,0
2.3325,0,0,0,0,0,0,0,0
2.335,0,0,0,0,0,0,0,0
2.3375,0,0,0,0,0,0,0,0
2.34,0,0,0,0,0,0,0,0
2.3425,0,0,0,0,0,0,0,0
2.345,0,0,0,0,0,0,0,0
2.3475,0,0,0,0,0,0,0,0
2.35,0,0,0,0,0,0,0,0
2.3525,0,0,0,0,0,0,0,0
2.355,0,0,0,0,0,0,0,0
2.3575,0,0,0,0,0,0,0,0
2.36,0,0,0,0,0,0,0,0
2.3625,0,0,0,0,0,0,0,0
2.365,0,0,0,0,0,0,0,0
2.3675,0,0,0,0,0,0,0,0
2.37,0,0,0,0,0,0,0,0
2.3725,0,0,0,0,0,0,0,0
2.375,0,0,0,0,0,0,0,0
2.3775,0,0,0,0,0,0,0,0
2.38,0,0,0,0,0,0,0,0
2.3825,0,0,0,0,0,0,0,0
2.385,0,0,0,0,0,0,0,0
2.3875,0,0,0,0,0,0,0,0
2.39,0,0,0,0,0,0,0,0
2.3925,0,0,0,0,0,0,0,0
2.395,0,0,0,0,0,0,0,0
2.3975,0,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0,0
2.4025,0,0,0,0,0,0,0,0
2.405,0,0,0,0,0,0,0,0
2.4075,0,0,0,0,0,0,0,0
2.41,0,0,0,0,0,0,0,0
2.4125,0,0,0,0,0,0,0,0
2.415,0,0,0,0,0,0,0,0
2.4175,0,0,0,0,0,0,0,0
2.42,0,0,0,0,0,0,0,0
2.4225,0,0,0,0,0,0,0,0
2.425,0,0,0,0,0,0,0,0
2.4275,0,0,0,0,0,0,0,0
2.43,0,0,0,0,0,0,0,0
2.4325,0,0,0,0,0,0,0,0
2.435,0,0,0,0,0,0,0,0
2.4375,0,0,0,0,0,0,0,0
2.44,0,0,0,0,0,0,0,0
2.4425,0,0,0,0,0,0,0,0
2.445,0,0,0,0,0,0,0,0
2.4475,0,0,0,0,0,0,0,0
2.45,0,0,0,0,0,0,0,0
2.4525,0,0,0,0,0,0,0,0
2.455,0,0,0,0,0,0,0,0
2.4575,0,0,0,0,0,0,0,0
2.46,0,0,0,0,0,0,0,0
2.4625,0,0,0,0,0,0,0,0
2.465,0,0,0,0,0,0,0,0
2.4675,0,0,0,0,0,0,0,0
2.47,0,0,0,0,0,0,0,0
2.4725,0,0,0,0,0,0,0,0
2.475,0,0,0,0,0,0,0,0
2.4775,0,0,0,0,0,0,0,0
2.48,0,0,0,0,0,0,0,0
2.4825,0,0,0,0,0,0,0,0
2.485,0,0,0,0,0,0,0,0
2.4875,0,0,0,0,0,0,0,0
2.49,0,0,0,0,0,0,0,0
2.4925,0,0,0,0,0,0,0,0
2.495,0,0,0,0,0,0,0,0
2.4975,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0
